-0.39523414, -0.22977844
 0.5651147 ,  0.19481509
-0.05265791, -0.17234795
 0.19563373,  0.20046682
-0.2856653 , -0.45321588
-0.21039159, -0.21446333
 0.25947788,  0.13836494
 0.11886141,  0.01404246
-0.3272653 ,  0.15664848
 0.03737829, -0.31284621
-0.04480186,  0.20178155
 0.27192389,  0.16070568
-0.14976956,  0.52149404
 0.42501756, -0.26569988
 0.1533934 ,  0.0073678 
 0.60436377,  0.1514486 
-0.67737963, -0.14597431
 0.12272437, -0.58825822
-0.19075608,  0.09544647
 0.02909504,  0.14023345
 0.23403657,  0.06768904
 0.1415364 ,  0.1713121 
-0.57270503,  0.06508884
 0.10276017,  0.77275682
 0.01651593, -0.31953015
 0.29575748,  0.56421868
 0.11468892, -0.33574412
 0.46895367,  0.20505389
-0.35929547,  0.16360203
 0.23877123,  0.21001539
-0.02192163, -0.54627032
-0.30778896, -0.21608282
 0.05793218,  0.218654  
 0.06926863,  0.6488787 
-0.28660592,  0.03204971
-0.19497188,  0.31959184
 0.19411695, -0.53519017
-0.13186311, -0.03246894
-0.34412619, -0.3070842 
 0.46872085, -0.05718996
 0.08992182, -0.23965314
 0.36984444,  0.42399638
 0.05738244, -0.55000636
 0.09431288,  0.15420999
-0.41998931,  0.46938351
-0.54095235, -0.16844642
-0.37688145,  0.07514149
 0.37087086, -0.20454952
 0.02127878, -0.29438539
-0.61144758, -0.02038385
 0.18255319,  1.02278673
-0.03013094, -0.37704138
-0.01161928,  0.30603692
 0.10439389,  0.24616596
-0.16768743, -0.86392684
 0.25619473,  0.32221904
 0.21176197, -0.00394681
-0.04022981,  0.32891565
 0.108874  ,  0.22130268
 0.14172001, -0.24748715
-0.34873793,  0.3299887 
-0.31470649, -0.12488921
-0.0833083 ,  0.51277783
 0.12246935, -0.53502326
-0.09566414,  0.24187638
 0.0361113 , -0.2137875 
 0.28905278,  0.11495788
 0.1131476 ,  0.27966768
-0.06005092,  0.34901367
 0.0646421 ,  0.24831108
-0.43440485,  0.39299047
-0.09851777,  0.61653764
-0.07871578, -0.34403409
-0.80482449,  0.17683445
 0.19087372, -0.33915651
-0.20586968,  0.01666606
-0.27299455,  0.25338967
-0.18014679,  0.25212572
 0.08538978, -0.36385964
-0.05237897, -0.13226063
 0.05788311,  0.02423126
 0.28610175, -0.01854709
-0.09151712, -0.11922652
-0.45875161, -0.08135955
 0.36074305,  0.41062645
-0.27632429, -0.05654387
 0.35755994,  0.363775  
 0.33957697, -0.06803588
 0.31498988, -0.12224772
-0.08402501,  0.14959615
-0.53510938,  0.02384741
 0.12347557, -0.00513893
 0.95403598,  0.06795779
-0.17008606, -0.47057484
-0.25597949, -0.27736701
 0.04501867, -0.08478176
 0.27109621,  0.3155185 
-0.21164005, -0.14077649
-0.08906842,  0.35045336
 0.280563  ,  0.10527945


